dataset,direction,outer_fold,subject,method,balanced_accuracy,macro_f1,accuracy,nll,brier,ece10,recall_right_hand,recall_left_hand,recall_both_hand,recall_rest
stieger,chronological,1,33,ENROLLMENT_PCA_TRANSFER,0.14740398293029869,0.1431335692171605,0.14666666666666661,1.6856923781856168,0.87070707867223973,0.27828380283586351,0.078947368421052599,0.2432432432432432,0.10526315789473679,0.16216216216216209
stieger,chronological,1,33,CLASS_INDEPENDENT_SUBJECT_OFFSET,0.36077524893314361,0.32952597535616818,0.35999999999999988,1.58644606928054,0.7902774675067965,0.15199646586527041,0.078947368421052599,0.2432432432432432,0.52631578947368407,0.59459459459459463
stieger,chronological,1,34,LRCM,0.32244744744744741,0.30511442155106011,0.32432432432432429,1.824085000831619,0.82918746014016553,0.1918499749589109,0.13513513513513509,0.22222222222222221,0.5,0.4324324324324324
stieger,chronological,1,34,IDENTITY_RESIDUAL_CARRY,0.28884147305199931,0.27209685156113722,0.29054054054054052,2.6240471089906428,0.92968428834283345,0.30316682374093412,0.1081081081081081,0.22222222222222221,0.47368421052631571,0.35135135135135132
stieger,chronological,1,34,PAST_PROTOTYPE_DIRECT,0.29578591749644367,0.2796047210236125,0.29729729729729731,2.4507973275398509,0.90891714646393795,0.26474524007182831,0.1081081081081081,0.25,0.47368421052631571,0.35135135135135132
stieger,chronological,1,34,POPULATION_ONLY,0.30288841473051992,0.28953686608641133,0.304054054054054,1.667499221721372,0.80064210291030002,0.1582884689920834,0.13513513513513509,0.22222222222222221,0.39473684210526311,0.45945945945945937
stieger,chronological,1,34,FULL_RIDGE_TRANSFER,0.31531531531531531,0.29772285683783489,0.31756756756756749,1.7479106157351707,0.81920209873861594,0.1783124172765872,0.16216216216216209,0.1666666666666666,0.5,0.4324324324324324
stieger,chronological,1,34,ENROLLMENT_PCA_TRANSFER,0.30837087087087078,0.29210638921592258,0.3108108108108108,2.0181680536144726,0.86234262233499481,0.21203807475816511,0.1891891891891892,0.1388888888888889,0.5,0.40540540540540537
stieger,chronological,1,34,CLASS_INDEPENDENT_SUBJECT_OFFSET,0.30288841473051992,0.28953686608641133,0.304054054054054,1.667499221721372,0.80064210291030002,0.1582884689920834,0.13513513513513509,0.22222222222222221,0.39473684210526311,0.45945945945945937
stieger,chronological,1,44,LRCM,0.30809427848901533,0.27376847290640388,0.3087248322147651,1.5073777916707634,0.78474605784247276,0.18554511795463649,0.1081081081081081,0.13157894736842099,0.3611111111111111,0.63157894736842102
