dataset,geometry,template,split,subject,session,class,R_frobenius_norm,Z_frobenius_norm,sensor_Z_raw_norm,spectrum_Z_raw_norm
BNCI2014_001,AIRM,session_specific,A,5,0train,left_hand,0.62344538115065196,0.62336302664583509,1.2383727259208412,1.238372725920841
BNCI2014_001,AIRM,session_specific,A,5,0train,right_hand,0.60663778697830439,0.60635053901350611,1.2383727259208412,1.238372725920841
BNCI2014_001,AIRM,session_specific,A,5,0train,feet,0.39349549837261183,0.39381884640652526,1.2383727259208412,1.238372725920841
BNCI2014_001,AIRM,session_specific,A,5,0train,tongue,0.78869706540282125,0.78881638254325259,1.2383727259208412,1.238372725920841
BNCI2014_001,AIRM,session_specific,A,5,1test,left_hand,0.79438515424798772,0.79412890450221374,1.3548001673068759,1.3548001673068757
BNCI2014_001,AIRM,session_specific,A,5,1test,right_hand,0.47363597293995124,0.47377941614928071,1.3548001673068759,1.3548001673068757
BNCI2014_001,AIRM,session_specific,A,5,1test,feet,0.41433716148051736,0.41450267917074113,1.3548001673068759,1.3548001673068757
BNCI2014_001,AIRM,session_specific,A,5,1test,tongue,0.89913400762199192,0.89920151810502236,1.3548001673068759,1.3548001673068757
BNCI2014_001,AIRM,session_specific,A,6,0train,left_hand,0.46062320772450771,0.46027907959091513,1.1207460698961351,1.1207460698961351
BNCI2014_001,AIRM,session_specific,A,6,0train,right_hand,0.52951084784579994,0.52913074299371299,1.1207460698961351,1.1207460698961351
BNCI2014_001,AIRM,session_specific,A,6,0train,feet,0.6006333570498622,0.60106411310628072,1.1207460698961351,1.1207460698961351
BNCI2014_001,AIRM,session_specific,A,6,0train,tongue,0.63465270476624047,0.63478934366705753,1.1207460698961351,1.1207460698961351
BNCI2014_001,AIRM,session_specific,A,6,1test,left_hand,0.49865746996158178,0.49824317437051818,1.1775077331642274,1.1775077331642274
BNCI2014_001,AIRM,session_specific,A,6,1test,right_hand,0.45199343168413153,0.4516573360955527,1.1775077331642274,1.1775077331642274
BNCI2014_001,AIRM,session_specific,A,6,1test,feet,0.54973863066216011,0.55002965079175936,1.1775077331642274,1.1775077331642274
BNCI2014_001,AIRM,session_specific,A,6,1test,tongue,0.79459299653193705,0.79482780201482073,1.1775077331642274,1.1775077331642274
BNCI2014_001,AIRM,session_specific,A,7,0train,left_hand,0.67349643253928182,0.6732625273899614,1.2065735512114872,1.2065735512114872
BNCI2014_001,AIRM,session_specific,A,7,0train,right_hand,0.49731457346563607,0.49717233569747943,1.2065735512114872,1.2065735512114872
BNCI2014_001,AIRM,session_specific,A,7,0train,feet,0.58640284380375907,0.586528786187693,1.2065735512114872,1.2065735512114872
BNCI2014_001,AIRM,session_specific,A,7,0train,tongue,0.64113161178446065,0.64135867912259936,1.2065735512114872,1.2065735512114872
BNCI2014_001,AIRM,session_specific,A,7,1test,left_hand,0.6089465639630367,0.60873696076062378,1.2021934019972187,1.2021934019972187
BNCI2014_001,AIRM,session_specific,A,7,1test,right_hand,0.53814326865311946,0.53824038798177698,1.2021934019972187,1.2021934019972187
BNCI2014_001,AIRM,session_specific,A,7,1test,feet,0.69597178267047355,0.69590829160770895,1.2021934019972187,1.2021934019972187
BNCI2014_001,AIRM,session_specific,A,7,1test,tongue,0.54817501039353567,0.54837689851636817,1.2021934019972187,1.2021934019972187
BNCI2014_001,AIRM,session_specific,A,8,0train,left_hand,0.70559099986232943,0.7054060426374269,1.423225984770806,1.423225984770806
BNCI2014_001,AIRM,session_specific,A,8,0train,right_hand,0.61830262915990541,0.61828420688463348,1.423225984770806,1.423225984770806
BNCI2014_001,AIRM,session_specific,A,8,0train,feet,0.62060613224988548,0.62021219050138576,1.423225984770806,1.423225984770806
BNCI2014_001,AIRM,session_specific,A,8,0train,tongue,0.87196267935314831,0.87237377138927508,1.423225984770806,1.423225984770806
BNCI2014_001,AIRM,session_specific,A,8,1test,left_hand,0.66076269403529286,0.65886748497382508,1.2755343171457798,1.2755343171457798
