dataset,geometry,template,split,gate,observed,passed,name,n_trials,karcher_residual,warnings
BNCI2014_001,AIRM,,F,,,True,S8_0train_left_hand,72,1.7013749082603921e-10,
BNCI2014_001,AIRM,,F,,,True,S8_0train_right_hand,72,1.5716680228316025e-10,
BNCI2014_001,AIRM,,F,,,True,S8_0train_feet,72,1.9671357420900036e-10,
BNCI2014_001,AIRM,,F,,,True,S8_0train_tongue,72,2.0545795270242034e-10,
BNCI2014_001,AIRM,,F,,,True,S8_1test_marginal,288,2.2039978045634012e-10,
BNCI2014_001,AIRM,,F,,,True,S8_1test_left_hand,72,1.6147523590450498e-10,
BNCI2014_001,AIRM,,F,,,True,S8_1test_right_hand,72,1.7686074465792843e-10,
BNCI2014_001,AIRM,,F,,,True,S8_1test_feet,72,2.0889746612855526e-10,
BNCI2014_001,AIRM,,F,,,True,S8_1test_tongue,72,1.8872813551217937e-10,
BNCI2014_001,AIRM,,F,,,True,S9_0train_marginal,288,2.47377296572339e-10,
BNCI2014_001,AIRM,,F,,,True,S9_0train_left_hand,72,2.3817239402435245e-10,
BNCI2014_001,AIRM,,F,,,True,S9_0train_right_hand,72,2.3404392293613036e-10,
BNCI2014_001,AIRM,,F,,,True,S9_0train_feet,72,2.2254182045647994e-10,
BNCI2014_001,AIRM,,F,,,True,S9_0train_tongue,72,1.9422606667801725e-10,
BNCI2014_001,AIRM,,F,,,True,S9_1test_marginal,288,2.9271393519962543e-10,
BNCI2014_001,AIRM,,F,,,True,S9_1test_left_hand,72,2.4499673918560164e-10,
BNCI2014_001,AIRM,,F,,,True,S9_1test_right_hand,72,2.1928210705667195e-10,
BNCI2014_001,AIRM,,F,,,True,S9_1test_feet,72,2.298305394447052e-10,
BNCI2014_001,AIRM,,F,,,True,S9_1test_tongue,72,1.8728264477008724e-10,
BNCI2014_001,LE,,A,,,True,S1_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S1_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S1_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S1_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S1_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S1_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S1_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S1_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S1_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S1_1test_tongue,36,,
BNCI2014_001,LE,,A,,,True,S2_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S2_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S2_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S2_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S2_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S2_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S2_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S2_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S2_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S2_1test_tongue,36,,
BNCI2014_001,LE,,A,,,True,S3_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S3_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S3_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S3_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S3_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S3_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S3_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S3_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S3_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S3_1test_tongue,36,,
BNCI2014_001,LE,,A,,,True,S4_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S4_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S4_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S4_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S4_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S4_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S4_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S4_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S4_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S4_1test_tongue,36,,
BNCI2014_001,LE,,A,,,True,S5_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S5_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S5_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S5_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S5_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S5_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S5_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S5_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S5_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S5_1test_tongue,36,,
BNCI2014_001,LE,,A,,,True,S6_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S6_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S6_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S6_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S6_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S6_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S6_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S6_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S6_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S6_1test_tongue,36,,
BNCI2014_001,LE,,A,,,True,S7_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S7_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S7_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S7_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S7_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S7_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S7_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S7_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S7_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S7_1test_tongue,36,,
BNCI2014_001,LE,,A,,,True,S8_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S8_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S8_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S8_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S8_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S8_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S8_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S8_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S8_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S8_1test_tongue,36,,
BNCI2014_001,LE,,A,,,True,S9_0train_marginal,144,,
BNCI2014_001,LE,,A,,,True,S9_0train_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S9_0train_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S9_0train_feet,36,,
BNCI2014_001,LE,,A,,,True,S9_0train_tongue,36,,
BNCI2014_001,LE,,A,,,True,S9_1test_marginal,144,,
BNCI2014_001,LE,,A,,,True,S9_1test_left_hand,36,,
BNCI2014_001,LE,,A,,,True,S9_1test_right_hand,36,,
BNCI2014_001,LE,,A,,,True,S9_1test_feet,36,,
BNCI2014_001,LE,,A,,,True,S9_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S1_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S1_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S1_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S1_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S1_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S1_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S1_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S1_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S1_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S1_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S2_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S2_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S2_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S2_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S2_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S2_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S2_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S2_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S2_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S2_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S3_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S3_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S3_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S3_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S3_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S3_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S3_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S3_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S3_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S3_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S4_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S4_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S4_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S4_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S4_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S4_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S4_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S4_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S4_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S4_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S5_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S5_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S5_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S5_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S5_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S5_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S5_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S5_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S5_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S5_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S6_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S6_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S6_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S6_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S6_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S6_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S6_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S6_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S6_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S6_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S7_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S7_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S7_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S7_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S7_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S7_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S7_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S7_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S7_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S7_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S8_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S8_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S8_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S8_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S8_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S8_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S8_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S8_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S8_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S8_1test_tongue,36,,
BNCI2014_001,LE,,B,,,True,S9_0train_marginal,144,,
BNCI2014_001,LE,,B,,,True,S9_0train_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S9_0train_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S9_0train_feet,36,,
BNCI2014_001,LE,,B,,,True,S9_0train_tongue,36,,
BNCI2014_001,LE,,B,,,True,S9_1test_marginal,144,,
BNCI2014_001,LE,,B,,,True,S9_1test_left_hand,36,,
BNCI2014_001,LE,,B,,,True,S9_1test_right_hand,36,,
BNCI2014_001,LE,,B,,,True,S9_1test_feet,36,,
BNCI2014_001,LE,,B,,,True,S9_1test_tongue,36,,
BNCI2014_001,LE,,F,,,True,S1_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S1_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S1_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S1_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S1_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S1_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S1_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S1_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S1_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S1_1test_tongue,72,,
BNCI2014_001,LE,,F,,,True,S2_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S2_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S2_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S2_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S2_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S2_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S2_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S2_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S2_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S2_1test_tongue,72,,
BNCI2014_001,LE,,F,,,True,S3_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S3_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S3_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S3_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S3_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S3_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S3_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S3_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S3_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S3_1test_tongue,72,,
BNCI2014_001,LE,,F,,,True,S4_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S4_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S4_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S4_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S4_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S4_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S4_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S4_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S4_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S4_1test_tongue,72,,
BNCI2014_001,LE,,F,,,True,S5_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S5_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S5_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S5_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S5_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S5_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S5_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S5_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S5_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S5_1test_tongue,72,,
BNCI2014_001,LE,,F,,,True,S6_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S6_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S6_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S6_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S6_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S6_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S6_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S6_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S6_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S6_1test_tongue,72,,
BNCI2014_001,LE,,F,,,True,S7_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S7_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S7_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S7_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S7_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S7_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S7_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S7_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S7_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S7_1test_tongue,72,,
BNCI2014_001,LE,,F,,,True,S8_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S8_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S8_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S8_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S8_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S8_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S8_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S8_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S8_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S8_1test_tongue,72,,
BNCI2014_001,LE,,F,,,True,S9_0train_marginal,288,,
BNCI2014_001,LE,,F,,,True,S9_0train_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S9_0train_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S9_0train_feet,72,,
BNCI2014_001,LE,,F,,,True,S9_0train_tongue,72,,
BNCI2014_001,LE,,F,,,True,S9_1test_marginal,288,,
BNCI2014_001,LE,,F,,,True,S9_1test_left_hand,72,,
BNCI2014_001,LE,,F,,,True,S9_1test_right_hand,72,,
BNCI2014_001,LE,,F,,,True,S9_1test_feet,72,,
BNCI2014_001,LE,,F,,,True,S9_1test_tongue,72,,
