dataset,direction,outer_fold,subject,method,balanced_accuracy,macro_f1,accuracy,nll,brier,ece10,kappa,recall_right_hand,recall_left_hand,recall_both_hand,recall_rest
stieger,chronological,1,16,SELECTIVE_GATE,0.36486486486486486,0.34374425681815152,0.36486486486486486,1.4969660346586686,0.79695382894125888,0.18543393901213531,0.1548727549498046,0.24324324324324326,0.13513513513513514,0.56756756756756754,0.51351351351351349
stieger,chronological,1,16,GLOBAL_KAPPA,0.33783783783783783,0.33221332544202747,0.33783783783783783,1.3435090249816188,0.72730401079624429,0.03477697755924776,0.59999999999999998,0.24324324324324326,0.29729729729729731,0.51351351351351349,0.29729729729729731
stieger,chronological,1,16,FIXED_RELIABILITY_KAPPA,0.33783783783783783,0.31353124145474431,0.33783783783783783,1.4436452322304165,0.77451712468046918,0.13562738317601691,0.24834343861022154,0.1891891891891892,0.13513513513513514,0.56756756756756754,0.45945945945945948
stieger,chronological,1,16,CLASSWISE_SELECTIVE_GATE,0.35810810810810811,0.35211490774597576,0.35810810810810811,1.3844643373763823,0.74377696698148821,0.081978742041293642,0.24834343861022154,0.24324324324324326,0.27027027027027029,0.56756756756756754,0.35135135135135137
stieger,chronological,1,16,ORACLE_CONTINUOUS_KAPPA,0.36486486486486491,0.33654944753516436,0.36486486486486486,1.5601445110014658,0.81913556779832852,0.18418899645779582,0.059999999999999998,0.24324324324324326,0.10810810810810811,0.59459459459459463,0.51351351351351349
stieger,chronological,1,16,POPULATION_ONLY,0.34459459459459463,0.31129536476988995,0.34459459459459457,1.6039981316875935,0.83201830458753401,0.18030683297753572,,0.21621621621621623,0.081081081081081086,0.56756756756756754,0.51351351351351349
stieger,chronological,1,16,IDENTITY_RESIDUAL_CARRY,0.29729729729729731,0.28635922134116076,0.29729729729729731,1.4157081561223599,0.76473142557550722,0.098608059130929945,,0.21621621621621623,0.24324324324324326,0.1891891891891892,0.54054054054054057
stieger,chronological,1,16,PAST_PROTOTYPE_DIRECT,0.30405405405405406,0.29065438903713836,0.30405405405405406,1.4674543393019821,0.79412347527549509,0.15249985702902319,,0.1891891891891892,0.16216216216216217,0.32432432432432434,0.54054054054054057
stieger,chronological,1,16,LRCM_HISTORICAL_CONTROL,0.35810810810810811,0.32632859269481662,0.35810810810810811,1.4305703839964505,0.76659557678099599,0.12877922699066785,,0.24324324324324326,0.081081081081081086,0.59459459459459463,0.51351351351351349
stieger,chronological,1,19,SELECTIVE_GATE,0.35401849217638692,0.36172944676963342,0.35333333333333333,1.4082536049129484,0.76014970710303797,0.15506143473589304,0.15468328251057417,0.36842105263157893,0.23684210526315788,0.3783783783783784,0.43243243243243246
