protocol,subject,split,feature,confusion_matrix
P3,7,LOSO_RA,F2-S-REVERSE,"[[42, 43, 41, 18], [22, 57, 42, 23], [22, 39, 68, 15], [38, 28, 26, 52]]"
P2,8,LOSO,F0,"[[19, 8, 116, 1], [13, 77, 54, 0], [1, 1, 142, 0], [7, 3, 112, 22]]"
P2,8,LOSO,F1,"[[33, 19, 91, 1], [20, 97, 22, 5], [3, 5, 132, 4], [14, 5, 85, 40]]"
P2,8,LOSO,F2-S,"[[41, 40, 42, 21], [17, 93, 25, 9], [15, 34, 78, 17], [14, 16, 35, 79]]"
P2,8,LOSO,F2-V,"[[41, 40, 47, 16], [24, 90, 21, 9], [16, 35, 80, 13], [21, 19, 31, 73]]"
P2,8,LOSO,F3-G,"[[23, 42, 49, 30], [19, 51, 43, 31], [16, 58, 55, 15], [35, 44, 32, 33]]"
P2,8,LOSO,F3-D,"[[30, 40, 41, 33], [25, 49, 38, 32], [20, 50, 47, 27], [41, 34, 28, 41]]"
P2,8,LOSO,F2-S-SHUFFLE,"[[46, 35, 34, 29], [28, 68, 20, 28], [28, 42, 41, 33], [22, 27, 25, 70]]"
P2,8,LOSO,F2-S-REVERSE,"[[41, 40, 42, 21], [17, 93, 25, 9], [15, 34, 78, 17], [14, 16, 35, 79]]"
P3,8,LOSO_RA,F0,"[[72, 30, 25, 17], [22, 109, 8, 5], [11, 7, 107, 19], [16, 4, 13, 111]]"
P3,8,LOSO_RA,F1,"[[79, 23, 12, 30], [29, 104, 0, 11], [30, 12, 72, 30], [13, 1, 4, 126]]"
P3,8,LOSO_RA,F2-S,"[[35, 44, 48, 17], [21, 91, 25, 7], [18, 36, 74, 16], [12, 25, 39, 68]]"
P3,8,LOSO_RA,F2-V,"[[44, 43, 42, 15], [21, 91, 24, 8], [15, 39, 74, 16], [16, 27, 34, 67]]"
P3,8,LOSO_RA,F3-G,"[[23, 42, 49, 30], [19, 51, 43, 31], [16, 58, 55, 15], [35, 44, 32, 33]]"
P3,8,LOSO_RA,F3-D,"[[30, 40, 41, 33], [25, 49, 38, 32], [20, 50, 47, 27], [41, 34, 28, 41]]"
P3,8,LOSO_RA,F2-S-SHUFFLE,"[[44, 37, 37, 26], [28, 62, 20, 34], [33, 35, 46, 30], [23, 26, 28, 67]]"
P3,8,LOSO_RA,F2-S-REVERSE,"[[35, 44, 48, 17], [21, 91, 25, 7], [18, 36, 74, 16], [12, 25, 39, 68]]"
P2,9,LOSO,F0,"[[31, 1, 5, 107], [3, 50, 21, 70], [2, 4, 14, 124], [1, 1, 0, 142]]"
P2,9,LOSO,F1,"[[25, 27, 10, 82], [4, 94, 36, 10], [2, 14, 38, 90], [0, 4, 0, 140]]"
P2,9,LOSO,F2-S,"[[52, 35, 32, 25], [5, 71, 63, 5], [23, 23, 67, 31], [30, 15, 14, 85]]"
P2,9,LOSO,F2-V,"[[50, 39, 33, 22], [5, 75, 61, 3], [21, 24, 71, 28], [27, 18, 18, 81]]"
P2,9,LOSO,F3-G,"[[27, 1, 27, 89], [27, 0, 19, 98], [27, 0, 24, 93], [20, 1, 24, 99]]"
P2,9,LOSO,F3-D,"[[22, 0, 13, 109], [16, 0, 14, 114], [15, 0, 15, 114], [6, 0, 15, 123]]"
P2,9,LOSO,F2-S-SHUFFLE,"[[41, 35, 37, 31], [10, 54, 60, 20], [28, 24, 60, 32], [35, 14, 15, 80]]"
P2,9,LOSO,F2-S-REVERSE,"[[52, 35, 32, 25], [5, 71, 63, 5], [23, 23, 67, 31], [30, 15, 14, 85]]"
P3,9,LOSO_RA,F0,"[[75, 19, 14, 36], [8, 84, 40, 12], [19, 21, 75, 29], [36, 7, 1, 100]]"
P3,9,LOSO_RA,F1,"[[89, 33, 20, 2], [1, 91, 52, 0], [23, 20, 87, 14], [52, 19, 10, 63]]"
P3,9,LOSO_RA,F2-S,"[[45, 45, 37, 17], [4, 84, 52, 4], [23, 29, 63, 29], [29, 21, 18, 76]]"
P3,9,LOSO_RA,F2-V,"[[46, 46, 33, 19], [5, 81, 53, 5], [18, 24, 69, 33], [31, 20, 20, 73]]"
P3,9,LOSO_RA,F3-G,"[[27, 1, 27, 89], [27, 0, 19, 98], [27, 0, 24, 93], [20, 1, 24, 99]]"
P3,9,LOSO_RA,F3-D,"[[22, 0, 13, 109], [16, 0, 14, 114], [15, 0, 15, 114], [6, 0, 15, 123]]"
P3,9,LOSO_RA,F2-S-SHUFFLE,"[[37, 35, 47, 25], [17, 53, 59, 15], [28, 25, 59, 32], [34, 21, 22, 67]]"
P3,9,LOSO_RA,F2-S-REVERSE,"[[45, 45, 37, 17], [4, 84, 52, 4], [23, 29, 63, 29], [29, 21, 18, 76]]"
